description,code
"['Psychische', 'Verhalten', 'Störung', 'Verbindung', 'sexuell', 'Entwicklung', 'Orient', 'Ierung']",F66
"['sexuell', 'Reifungs', 'Krise']",F66.0
"['Ichdystone', 'Sexual', 'Orient', 'Ierung', 'Sexualorient', 'Orientierung']",F66.1
"['sexuell', 'Beziehungs', 'Störung']",F66.2
"['Sonstige', 'psych', 'ische', 'Verhalten', 'Störung', 'Verbindung', 'sexuell', 'Entwicklung', 'Orient', 'Ierung']",F66.8
"['Psychische', 'Verhalten', 'S', 'Störung', 'Verhalten', 'Sstörung', 'Verbindung', 'sexuell', 'Entwicklung', 'Orientierung', 'nähern', 'bezeichnen']",F66.9
"['ander', 'Persönlichkeits-', 'Verhalten', 'Störung']",F68
"['Entwicklung', 'körper', 'licher', 'Symptom', 'psych', 'ischen', 'Grund']",F68.0
"['Artifizielle', 'Störung', '[', 'Erzeugen', 'Vortäuschen', 'körper', 'lichen', 'psych', 'ischen', 'Symptom', 'Behinderung']",F68.1
"['Sonstige', 'nähern', 'bezeichnen', 'Persönlichkeits-', 'Verhalten', 'Störung']",F68.8
"['Nicht', 'nähern', 'bezeichnen', 'Persönlichkeits-', 'Verhalten', 'S', 'Störung', 'Verhalten', 'Sstörung']",F69
"['Krank', 'Heiten', 'Urogenital', 'System', 'medizinisch', 'Maßnahme', 'ander', 'orts', 'klassifizieren']",N99
"['Niere', 'Versagen', 'medizinisch', 'Maßnahme']",N99.0
"['Harn', 'Röhre', 'Striktur', 'Harnröhren', 'Röhrenstriktur', 'medizinisch', 'Maßnahme']",N99.1
"['Harn', 'Röhre', 'Striktur', '-', 'Harnröhren', 'Röhrenstriktur', 'Striktur-', 'vorangegangen', 'Operation', 'Harn', 'Röhre', 'Striktur', 'Harnröhren', 'Röhrenstriktur']",N99.10
"['Harn', 'Röhre', 'Striktur', 'Harnröhren', 'Röhrenstriktur', 'sonstig', 'medizinisch', 'Maßnahme']",N99.18
"['Post', 'operativ', 'Adhäsionen', 'Vagina']",N99.2
"['Prolaps', 'Scheide', 'S', 'Tumpfes', 'Scheiden', 'Stumpfes', 'Hysterektomie']",N99.3
"['Perito', 'Neale', 'Adhäsionen', 'Becken', 'medizinisch', 'Maßnahme']",N99.4
"['Funktions', 'Störung', 'äußer', 'Stomas', 'Harn', 'Traktes']",N99.5
"['Sonstige', 'Krank', 'Heiten', 'Urogenital', 'System', 'medizinisch', 'Maßnahme']",N99.8
"['Krankheit', 'Urogenital', 'System', 'medizinisch', 'Maßnahme', 'nähern', 'bezeichnen']",N99.9
"['Grampositive', 'Erreger', 'bestimmen', 'Antibiotika', 'Resistenzen', 'besonder', 'thera', 'peutische', 'hygienische', 'Maßnahme', 'erfordern']",U80
"['Staphylococcus', 'aureus', 'Resistenz', 'Oxacillin', 'Glykopeptid', '-', 'Chinolone', 'Strept', 'Ogramine', 'Oxazolidinone']",U80.0
"['Staphylococcus', 'aureus', 'Resistenz', 'Oxacillin', 'Methicillin', '[']",U80.00
"['Staphylococcus', 'aureus', 'Resistenz', 'Glykopeptid', '-', 'Chinolone', 'Strept', 'Ogramine', 'Oxazolidinone', 'Resistenz', 'Oxacillin', 'Methicillin']",U80.01
"['Streptococcus', 'pneumoniae', 'Resistenz', 'Penicillin', 'Oxacillin', 'Makrolid-', 'Antibiotika', 'Oxazolidinone', 'Strept', 'Ogramine']",U80.1
"['Streptococcus', 'pneumoniae', 'Resistenz', 'Penicillin', 'Oxacillin']",U80.10
"['Streptococcus', 'pneumoniae', 'Resistenz', 'Makrolid-', 'Antibiotika', 'Oxazolidinone', 'Strept', 'Ogramine', 'Resistenz', 'Penicillin', 'Oxacillin']",U80.11
"['Enter', 'Ococcus', 'faecalis', 'Resistenz', 'Glykopeptid', '-', 'Oxazolidinone', 'High-', 'Level-', 'Aminoglykosid-', 'Resistenz', 'High-level-', 'Level-aminoglykosid-', 'Aminoglykosid-resistenz']",U80.2
"['Enter', 'Ococcus', 'faecalis', 'Resistenz', 'Glykopeptid', '-']",U80.20
"['Enter', 'Ococcus', 'faecalis', 'Resistenz', 'Oxazolidinone', 'High-', 'Level-', 'Aminoglykosid-', 'Resistenz', 'High-level-', 'Level-aminoglykosid-', 'Aminoglykosid-resistenz', 'Resistenz', 'Glykopeptid', '-']",U80.21
"['Enter', 'Ococcus', 'faecium', 'Resistenz', 'Glykopeptid', '-', 'Oxazolidinone', 'Strept', 'Ogramine', 'High-', 'Level-', 'Aminoglykosid-', 'Resistenz', 'High-level-', 'Level-aminoglykosid-', 'Aminoglykosid-resistenz']",U80.3
"['Enter', 'Ococcus', 'faecium', 'Resistenz', 'Glykopeptid', '-']",U80.30
"['Enter', 'Ococcus', 'faecium', 'Resistenz', 'Oxazolidinone', 'Strept', 'Ogramine', 'High-', 'Level-', 'Aminoglykosid-', 'Resistenz', 'High-level-', 'Level-aminoglykosid-', 'Aminoglykosid-resistenz', 'Resistenz', 'Glykopeptid', '-']",U80.31
"['Sonstige', 'gram', 'positiv', 'Bakterie', 'Multi', 'Resistenz', 'Antibiotika']",U80.8
"['Gram', 'Negativ', 'Erreger', 'bestimmen', 'Antibiotika', 'Resistenzen', 'besonder', 'thera', 'peutische', 'hygienische', 'Maßnahme', 'erfordern']",U81
"['Enter', 'ob', 'Acterales', 'Enterob', 'Obacterales', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.0
"['Escherichia', 'coli', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.00
"['Kleb', 'Siella', 'pneumoniae', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.01
"['Kleb', 'Siella', 'oxytoca', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.02
"['Sonstige', 'Klebsiellen', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.03
"['Enterob', 'acter-', 'cloacae-', 'Komplex', 'Enterobacter-', 'acter-cloacae-', 'cloacae-Komplex', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.04
"['Citro', 'bacter', '-', 'freundii-', 'Komplex', 'Citrobacter', 'bacter-', '-freundii-', 'freundii-Komplex', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.05
"['Serratia', 'marce', 'scens', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.06
"['Proteus', 'mirabilis', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.07
"['Sonstige', 'Enter', 'ob', 'Acterales', 'Enterob', 'Obacterales', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.08
"['Pseudo', 'Monas', 'Acinetobacter', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.1
"['Pseudo', 'Monas', 'aeruginosa', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.10
"['Acinetobacter', '-bau', 'mannii', '-', 'Acinetobacter-bau', '-baumannii', 'mannii-', 'Multi', 'Resistenz', '2', 'MRG', 'N', '2MRG', 'MRGN', 'Neo', 'Päd']",U81.11
"['Enter', 'ob', 'Acterales', 'Enterob', 'Obacterales', 'Multi', 'Resistenz', '3MRG', 'N']",U81.2
"['Escherichia', 'coli', 'Multi', 'Resistenz', '3MRG', 'N']",U81.20
"['Kleb', 'Siella', 'pneumoniae', 'Multi', 'Resistenz', '3MRG', 'N']",U81.21
"['Kleb', 'Siella', 'oxytoca', 'Multi', 'Resistenz', '3MRG', 'N']",U81.22
"['Sonstige', 'Klebsiellen', 'Multi', 'Resistenz', '3MRG', 'N']",U81.23
"['Enterob', 'acter-', 'cloacae-', 'Komplex', 'Enterobacter-', 'acter-cloacae-', 'cloacae-Komplex', 'Multi', 'Resistenz', '3MRG', 'N']",U81.24
"['Citro', 'bacter', '-', 'freundii-', 'Komplex', 'Citrobacter', 'bacter-', '-freundii-', 'freundii-Komplex', 'Multi', 'Resistenz', '3MRG', 'N']",U81.25
"['Serratia', 'marce', 'scens', 'Multi', 'Resistenz', '3MRG', 'N']",U81.26
"['Proteus', 'mirabilis', 'Multi', 'Resistenz', '3MRG', 'N']",U81.27
"['Sonstige', 'Enter', 'ob', 'Acterales', 'Enterob', 'Obacterales', 'Multi', 'Resistenz', '3MRG', 'N']",U81.28
"['Pseudo', 'Monas', 'Acinetobacter', 'Multi', 'Resistenz', '3MRG', 'N']",U81.3
"['Pseudo', 'Monas', 'aeruginosa', 'Multi', 'Resistenz', '3MRG', 'N']",U81.30
"['Acinetobacter', '-bau', 'mannii', '-', 'Acinetobacter-bau', '-baumannii', 'mannii-', 'Multi', 'Resistenz', '3MRG', 'N']",U81.31
"['Enter', 'ob', 'Acterales', 'Enterob', 'Obacterales', 'Multi', 'Resistenz', '4MRG', 'N']",U81.4
"['Escherichia', 'coli', 'Multi', 'Resistenz', '4MRG', 'N']",U81.40
"['Kleb', 'Siella', 'pneumoniae', 'Multi', 'Resistenz', '4MRG', 'N']",U81.41
"['Kleb', 'Siella', 'oxytoca', 'Multi', 'Resistenz', '4MRG', 'N']",U81.42
"['Sonstige', 'Klebsiellen', 'Multi', 'Resistenz', '4MRG', 'N']",U81.43
"['Enterob', 'acter-', 'cloacae-', 'Komplex', 'Enterobacter-', 'acter-cloacae-', 'cloacae-Komplex', 'Multi', 'Resistenz', '4MRG', 'N']",U81.44
"['Citro', 'bacter', '-', 'freundii-', 'Komplex', 'Citrobacter', 'bacter-', '-freundii-', 'freundii-Komplex', 'Multi', 'Resistenz', '4MRG', 'N']",U81.45
"['Serratia', 'marce', 'scens', 'Multi', 'Resistenz', '4MRG', 'N']",U81.46
"['Proteus', 'mirabilis', 'Multi', 'Resistenz', '4MRG', 'N']",U81.47
"['Sonstige', 'Enter', 'ob', 'Acterales', 'Enterob', 'Obacterales', 'Multi', 'Resistenz', '4MRG', 'N']",U81.48
"['Pseudo', 'Monas', 'Acinetobacter', 'Multi', 'Resistenz', '4MRG', 'N']",U81.5
"['Pseudo', 'Monas', 'aeruginosa', 'Multi', 'Resistenz', '4MRG', 'N']",U81.50
"['Acinetobacter', '-bau', 'mannii', '-', 'Acinetobacter-bau', '-baumannii', 'mannii-', 'Multi', 'Resistenz', '4MRG', 'N']",U81.51
"['Burk', 'Holderia', 'Stenotrophomonas', 'Nonfermenter', 'Resistenz', 'Chinolone', 'Amikacin', 'Ceftazidim', 'Piperacillin', 'Cotrimoxazol']",U81.6
"['Sonstige', 'gram', 'negative', 'Bakterie', 'Multi', 'Resistenz', 'Antibiotika']",U81.8
"['Mykob', 'Akterien', 'Resistenz', 'Anti', 'Tuber', 'Kulotika', 'Antituber', 'Tuberkulotika', '(']",U82
"['Mycobacterium', 'tuber', 'culosis', 'Resistenz', 'mehrer', 'Erstrang', 'Medikament']",U82.0
"['Multi', '-', 'Drug', 'Multi-', '-drug', 'Resistant', 'Tuber', 'Culosis', '[']",U82.1
"['Atypische', 'Mykob', 'Akterien', 'Nocardia', 'Resistenz', 'mehrer', 'Erstrang', 'Medikament']",U82.2
"['Candida', 'Resistenz', 'Fluconazol', 'Voriconazol']",U83
"['Herpes', 'Virus', 'Resistenz', 'Virustatika']",U84
"['Humanes', 'Immun', 'De', 'Fizienz-', 'Virus', 'Immunde', 'Defizienz-', 'Fizienz-virus', 'Resistenz', 'Virustatika', 'Proteinas', 'Ein', 'Hibitoren', 'Proteinasein', 'Einhibitoren']",U85
"['Akutes', 'nephritisches', 'Syndrom']",N00
"['Rapid', '-', 'progressiv', 'Rapid-', '-progressives', 'nephritisches', 'Syndrom']",N01
"['Rezidiv', 'Ierende', 'persistierende', 'Hämaturie']",N02
"['Chron', 'Isches', 'nephritisches', 'Syndrom']",N03
"['Nephro', 'Tisch', 'Syndrom']",N04
"['Nicht', 'nähern', 'bezeichnet', 'nephritisches', 'Syndrom']",N05
"['isoliert', 'Protein', 'Urie', 'Angabe', 'morpho', 'logisch', 'Veränderung']",N06
"['Hereditäre', 'Nephropathie', 'ander', 'orts', 'klassifizieren']",N07
"['Glomeruläre', 'Krank', 'Heiten', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",N08
"['Glomeruläre', 'Krank', 'Heiten', 'ander', 'orts', 'klassifizieren', 'infektiös', 'parasitär', 'Krank', 'Heiten']",N08.0
"['Glomeruläre', 'Krank', 'Heiten', 'Neubildungen']",N08.1
"['Glomeruläre', 'Krank', 'Heiten', 'Blut', 'Krankheit', 'Störung', 'Beteiligung', 'Immun', 'System']",N08.2
"['Glomeruläre', 'Krank', 'Heiten', 'Diabetes', 'mellitus', '(', 'Stelle', '.2']",N08.3
"['Glomeruläre', 'Krank', 'Heiten', 'sonstig', 'endokrinen', 'Ernährungs-', 'Stoff', 'Wechsel', 'Krankheit', 'Stoffwechsel', 'Wechselkrankheiten']",N08.4
"['Glomeruläre', 'Krank', 'Heiten', 'System', 'Krank', 'Heiten', 'Systemkrank', 'Krankheit', 'Binde', 'Ge', 'Webes', 'Bindege', 'Gewebe']",N08.5
"['Glomeruläre', 'Krank', 'Heiten', 'sonstig', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",N08.8
"['Gefäßkrankheiten', 'Darm']",K55
"['Akute', 'Gefäßkrankheiten', 'Darm']",K55.0
"['chronisch', 'Gefäßkrankheiten', 'Darm']",K55.1
"['Angiody', 'Splasie', 'Kolons']",K55.2
"['ohne', 'Angabe', 'Blutung']",K55.21
"['Mit', 'Blutung']",K55.22
"['Angiody', 'Splasie', 'Dünn', 'Darm']",K55.3
"['Angiody', 'Splasie', 'Dünn', 'Darm', 'Angabe', 'Blutung']",K55.31
"['Angiody', 'Splasie', 'Dünn', 'Darm', 'Blutung']",K55.32
"['Sonstige', 'Gefäßkrankheiten', 'Darm']",K55.8
"['Gefäßkrankheit', 'Darm', 'nähern', 'bezeichnen']",K55.9
"['Paraly', 'Tischer', 'Ileus', 'intestinale', 'Obstruktion', 'Hernie']",K56
"['Paraly', 'Tischer', 'Ileus']",K56.0
"['Invagi', 'Nation']",K56.1
['Volvulus'],K56.2
"['Galle', 'Stein', 'Ileus', 'Gallenstein', 'Steinileus']",K56.3
"['Sonstige', 'Obturation', 'Darm']",K56.4
"['Intestinale', 'Adhäsionen', '[', 'Obstruktion']",K56.5
"['Sonstige', 'nähern', 'bezeichnen', 'intestinale', 'Obstruktion']",K56.6
"['Ileus', 'nähern', 'bezeichnen']",K56.7
"['Divertikel', 'Krankheit', 'Darm']",K57
"['Divertikel', 'Krankheit', 'Dünn', 'Darm', 'Perforation', 'Abszess']",K57.0
"['Diver', 'Tikulitis', 'Dünn', 'Darm', 'Perforation', 'Abszess', 'Angabe', 'Blutung']",K57.02
"['Diver', 'Tikulitis', 'Dünn', 'Darm', 'Perfo', 'Ration', 'Abszess', 'Blutung']",K57.03
"['Divertikel', 'Krankheit', 'Dünn', 'Darm', 'Perforation', 'Abszess']",K57.1
"['Divertikulose', 'Dünn', 'Darm', 'Perfo', 'Ration', 'Abszess', 'Angabe', 'Blutung']",K57.10
"['Divertikulose', 'Dünn', 'Darm', 'Perforation', 'Abszess', 'Blutung']",K57.11
"['Diver', 'Tikulitis', 'Dünn', 'Darm', 'Perfo', 'Ration', 'Abszess', 'Angabe', 'Blutung']",K57.12
"['Diver', 'Tikulitis', 'Dünn', 'Darm', 'Perforation', 'Abszess', 'Blutung']",K57.13
"['Divertikel', 'Krankheit', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perforation', 'Abszess']",K57.2
"['Diver', 'Tikulitis', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perforation', 'Abszess', 'Angabe', 'Blutung']",K57.22
"['Diver', 'Tikulitis', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perfo', 'Ration', 'Abszess', 'Blutung']",K57.23
"['Divertikel', 'Krankheit', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perforation', 'Abszess']",K57.3
"['Divertikulose', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perfo', 'Ration', 'Abszess', 'Angabe', 'Blutung']",K57.30
"['Divertikulose', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perforation', 'Abszess', 'Blutung']",K57.31
"['Diver', 'Tikulitis', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perfo', 'Ration', 'Abszess', 'Angabe', 'Blutung']",K57.32
"['Diver', 'Tikulitis', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perforation', 'Abszess', 'Blutung']",K57.33
"['Divertikel', 'Krankheit', 'sowohl', 'Dünn', 'Darm', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perforation', 'Abszess']",K57.4
"['Diver', 'Tikulitis', 'sowohl', 'Dünn', 'Darm', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perforation', 'Abszess', 'Angabe', 'Blutung']",K57.42
"['Diver', 'Tikulitis', 'sowohl', 'Dünn', 'Darm', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perfo', 'Ration', 'Abszess', 'Blutung']",K57.43
"['Divertikel', 'Krankheit', 'sowohl', 'Dünn', 'Darm', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perforation', 'Abszess']",K57.5
"['Divertikulose', 'sowohl', 'Dünn', 'Darm', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perfo', 'Ration', 'Abszess', 'Angabe', 'Blutung']",K57.50
"['Divertikulose', 'sowohl', 'Dünn', 'Darm', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perforation', 'Abszess', 'Blutung']",K57.51
"['Diver', 'Tikulitis', 'sowohl', 'Dünn', 'Darm', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perfo', 'Ration', 'Abszess', 'Angabe', 'Blutung']",K57.52
"['Diver', 'Tikulitis', 'sowohl', 'Dünn', 'Darm', 'Dick', 'D', 'Armes', 'Dickd', 'Darm', 'Perforation', 'Abszess', 'Blutung']",K57.53
"['Divertikel', 'Krankheit', 'Darm', 'Teil', 'nähern', 'bezeichnen', 'Perforation', 'Abszess']",K57.8
"['Diver', 'Tikulitis', 'Darm', 'Teil', 'nähern', 'bezeichnen', 'Perforation', 'Abszess', 'Angabe', 'Blutung']",K57.82
"['Diver', 'Tikulitis', 'Darm', 'Teil', 'nähern', 'bezeichnen', 'Perfo', 'Ration', 'Abszess', 'Blutung']",K57.83
"['Divertikel', 'Krankheit', 'Darm', 'Teil', 'nähern', 'bezeichnen', 'Perforation', 'Abszess']",K57.9
"['Divertikulose', 'Darm', 'Teil', 'nähern', 'bezeichnen', 'Perfo', 'Ration', 'Abszess', 'Angabe', 'Blutung']",K57.90
"['Divertikulose', 'Darm', 'Teil', 'nähern', 'bezeichnen', 'Perforation', 'Abszess', 'Blutung']",K57.91
"['Diver', 'Tikulitis', 'Darm', 'Teil', 'nähern', 'bezeichnen', 'Perfo', 'Ration', 'Abszess', 'Angabe', 'Blutung']",K57.92
"['Diver', 'Tikulitis', 'Darm', 'Teil', 'nähern', 'bezeichnen', 'Perforation', 'Abszess', 'Blutung']",K57.93
"['Reizdarm', 'Syndrom']",K58
"['Reizdarm', 'Syndrom', 'Diarrhoe-', 'prädominant', '[']",K58.1
"['Reizdarm', 'Syndrom', 'Obstipations-', 'prädominant', '[']",K58.2
"['Reizdarm', 'Syndrom', 'wechselnd', '(', 'Stuhl', 'Gewohn', 'Heiten', 'Stuhlgewohn', 'Gewohnheit', '[']",K58.3
"['Sonstiges', 'nähern', 'bezeichnet', 'Reizdarm', 'Syndrom']",K58.8
"['Sonstige', 'funktionelle', 'Darm', 'Störung']",K59
['Obstipation'],K59.0
"['Obstipation', 'Kolon', 'Transit', 'Störung', 'Kolontransit', 'Transitstörung']",K59.00
"['Obstipation', 'Stuhlentlee', 'Rungs', 'Störung', 'Stuhlentleerungs', 'Rungsstörung']",K59.01
"['Medikamentös', 'induzieren', 'Obstipation']",K59.02
"['Sonstige', 'nähern', 'bezeichnen', 'Obstipation']",K59.09
"['funktionell', 'Diarrhoe']",K59.1
"['Neuro', 'Gen', 'Darm', 'Störung', 'ander', 'orts', 'klassifizieren']",K59.2
"['Megakolon', 'ander', 'orts', 'klassifizieren']",K59.3
['Analspasmus'],K59.4
"['Sonstige', 'nähern', 'bezeichnen', 'funktionelle', 'Darm', 'Störung']",K59.8
"['funktionell', 'Darm', 'Störung', 'nähern', 'bezeichnen']",K59.9
"['Fissur', 'Fistel', 'Anal-', 'Rektal', 'Region']",K60
"['Akute', 'Analfissur']",K60.0
"['chronisch', 'Analfissur']",K60.1
"['Analfissur', 'nähern', 'bezeichnen']",K60.2
"['Anal', 'Fistel']",K60.3
"['Rektal', 'Fistel']",K60.4
"['Anorektal', 'Fistel']",K60.5
"['Abszess', 'Anal-', 'Rektal', 'Region']",K61
['Analabszess'],K61.0
"['Rektal', 'Abszess']",K61.1
"['Anorektal', 'Abszess']",K61.2
"['Ischiorektal', 'Abszess']",K61.3
"['Intra', 'Sphinktärer', 'Abszess']",K61.4
"['Sonstige', 'Krank', 'Heiten', 'Anus', 'Rektum']",K62
['Analpolyp'],K62.0
['Rektumpolyp'],K62.1
['Analprolaps'],K62.2
['Rektumprolaps'],K62.3
"['Stenose', 'Anus', 'Rektum']",K62.4
"['Hämorr', 'Hagie', 'Anus', 'Rektum']",K62.5
"['Hämorr', 'Hagie', 'Anus']",K62.50
"['Hämorr', 'Hagie', 'Rektum']",K62.51
"['Anorektale', 'Hämorrhagie', 'Lokalisation', 'nähern', 'bezeichnen']",K62.59
"['Ulkus', 'Anus', 'Rektum']",K62.6
"['Strahl', 'Proktitis']",K62.7
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Anus', 'Rektum']",K62.8
"['Krankheit', 'Anus', 'Rektum', 'nähern', 'bezeichnen']",K62.9
"['Sonstige', 'Krank', 'Heiten', 'Darm']",K63
['Darmabszess'],K63.0
"['Perforation', 'Darm', '(']",K63.1
"['Darm', 'Fistel']",K63.2
['Darmulkus'],K63.3
['Enteroptose'],K63.4
"['Polyp', 'Kolons']",K63.5
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Darm']",K63.8
"['Darm', 'Krankheit', 'nähern', 'bezeichnen']",K63.9
"['Hämorr', 'Hoiden', 'Perian', 'Alvenen', 'Thrombose', 'Perianalvenen', 'Alvenenthrombose']",K64
"['Hämorr', 'Hoiden', '1.', 'Grad']",K64.0
"['Hämorr', 'Hoiden', '2.', 'Grad']",K64.1
"['Hämorr', 'Hoiden', '3.', 'Grad']",K64.2
"['Hämorr', 'Hoiden', '4.', 'Grad']",K64.3
"['Marisken', 'Folge', 'Zustand', 'Hämorr', 'Hoiden']",K64.4
"['Perian', 'Alvenen', 'Thrombose', 'Perianalvenen', 'Alvenenthrombose']",K64.5
"['Sonstige', 'Hämorr', 'Hoiden']",K64.8
"['Hämorr', 'Hoiden', 'nähern', 'bezeichnen']",K64.9
"['Psychische', 'Verhalten', 'Störung', 'Alkohol']",F10
"['Psychische', 'Verhalten', 'Störung', 'Opioide']",F11
"['Psychische', 'Verhalten', 'Störung', 'Cannabinoide']",F12
"['Psychische', 'Verhalten', 'Störung', 'Sedativa', 'Hypnotika']",F13
"['Psychische', 'Verhalten', 'Störung', 'Kokain']",F14
"['Psychische', 'Verhalten', 'Störung', 'Stimulanzien', 'einschließlich', 'Koffein']",F15
"['Psychische', 'Verhalten', 'Störung', 'Halluzinogen']",F16
"['Psychische', 'Verhalten', 'Störung', 'Tabak']",F17
"['Psychische', 'Verhalten', 'Störung', 'flüchtige', 'Lösungs', 'Mittel']",F18
"['Psychische', 'Verhalten', 'Störung', 'multiplen', 'Substanz', 'Gebrauch', 'Konsum', 'ander', 'psycho', 'troper', 'Substanz']",F19
['Mesotheliom'],C45
"['Mesotheliom', 'Pleura']",C45.0
"['Mesotheliom', 'Peritoneums']",C45.1
"['Mesotheliom', 'Perikards']",C45.2
"['Mesotheliom', 'sonstig', 'Lokalisationen']",C45.7
"['Mesotheliom', 'nähern', 'bezeichnen']",C45.9
"['Kaposi-', 'Sarkom', '[', 'idiopathicum', 'multiplex', 'haemorrhagicum']",C46
"['Kaposi-', 'Sarkom', 'Haut']",C46.0
"['Kaposi-', 'Sarkom', 'Weichteilge', 'Webes']",C46.1
"['Kaposi-', 'Sarkom', 'Gaumen']",C46.2
"['Kaposi-', 'Sarkom', 'Lymph', 'Knoten']",C46.3
"['Kaposi-', 'Sarkom', 'sonstig', 'Lokalisationen']",C46.7
"['Kaposi-', 'Sarkom', 'mehrer', 'Organ']",C46.8
"['Kaposi-', 'Sarkom', 'nähern', 'bezeichnen']",C46.9
"['bösartig', 'Neubildung', 'peripher', 'Nerv', 'autonom', 'Nerv', 'System']",C47
"['Periphere', 'Nerv', 'Kopf', 'Gesicht', 'Hals']",C47.0
"['Periphere', 'Nerv', 'ober', 'Extremität', 'einschließlich', 'Schulter']",C47.1
"['Periphere', 'Nerv', 'unter', 'Extremität', 'einschließlich', 'Hüfte']",C47.2
"['Periphere', 'Nerv', 'Thorax']",C47.3
"['Periphere', 'Nerv', 'Abdomens']",C47.4
"['Periphere', 'Nerv', 'Becken']",C47.5
"['Periphere', 'Nerv', 'Rumpf', 'nähern', 'bezeichnen']",C47.6
"['Periphere', 'Nerv', 'autonom', 'Nerv', 'System', 'mehrer', 'Teil', 'Bereich', 'über', 'lappen']",C47.8
"['Periphere', 'Nerv', 'autonom', 'Nerv', 'System', 'nähern', 'bezeichnen']",C47.9
"['bösartig', 'Neubildung', 'Retroperitoneums', 'Peritoneums']",C48
['Retroperitoneum'],C48.0
"['Näher', 'bezeichnen', 'Teil', 'Peritoneums']",C48.1
"['Peritoneum', 'nähern', 'bezeichnen']",C48.2
"['Retroperitoneum', 'Peritoneum', 'mehrer', 'Teil', 'Bereich', 'über', 'lappen']",C48.8
"['bösartig', 'Neubildung', 'sonstig', 'Binde', 'Ge', 'Webes', 'Bindege', 'Gewebe', 'ander', 'Weichteilge', 'Webe']",C49
"['Binde', 'Gewebe', 'Weichteilge', 'Webe', 'Kopf', 'Gesicht', 'Hals']",C49.0
"['Binde', 'Gewebe', 'Weichteilge', 'Webe', 'ober', 'Extremität', 'einschließlich', 'Schulter']",C49.1
"['Binde', 'Gewebe', 'Weichteilge', 'Webe', 'unter', 'Extremität', 'einschließlich', 'Hüfte']",C49.2
"['Binde', 'Gewebe', 'Weichteilge', 'Webe', 'Thorax']",C49.3
"['Binde', 'Gewebe', 'Weichteilge', 'Webe', 'Abdomens']",C49.4
"['Binde', 'Gewebe', 'Weichteilge', 'Webe', 'Becken']",C49.5
"['Binde', 'Gewebe', 'Weichteilge', 'Webe', 'Rumpf', 'nähern', 'bezeichnen']",C49.6
"['Binde', 'Gewebe', 'Weichteilge', 'Webe', 'mehrer', 'Teil', 'Bereich', 'über', 'lappen']",C49.8
"['Binde', 'Gewebe', 'Weichteilge', 'Webe', 'nähern', 'bezeichnen']",C49.9
"['bösartig', 'Neubildung', 'Brust', 'Drüse', '[']",C50
"['Brust', 'Warze', 'Warzenhof']",C50.0
"['Zentraler', 'Drüse', 'Körper', 'Brust', 'Drüse']",C50.1
"['Oberer', 'inner', 'Quadrant', 'Brust', 'Drüse']",C50.2
