description,code
Hereditäre Sphärozytose,D58.0
Hereditäre Elliptozytose,D58.1
Sonstige Hämoglobinopathien,D58.2
Sonstige näher bezeichnete hereditäre hämolytische Anämien,D58.8
"Hereditäre hämolytische Anämie, nicht näher bezeichnet",D58.9
Erworbene hämolytische Anämien,D59
Arzneimittelinduzierte autoimmunhämolytische Anämie,D59.0
Sonstige autoimmunhämolytische Anämien,D59.1
Arzneimittelinduzierte nicht autoimmunhämolytische Anämie,D59.2
Hämolytisch-urämisches Syndrom,D59.3
Sonstige nicht autoimmunhämolytische Anämien,D59.4
Paroxysmale nächtliche Hämoglobinurie [Marchiafava-Micheli],D59.5
Hämoglobinurie durch Hämolyse infolge sonstiger äußerer Ursachen,D59.6
Sonstige erworbene hämolytische Anämien,D59.8
"Erworbene hämolytische Anämie, nicht näher bezeichnet",D59.9
Cholera,A00
"Cholera durch Vibrio cholerae O:1, Biovar cholerae",A00.0
"Cholera durch Vibrio cholerae O:1, Biovar eltor",A00.1
"Cholera, nicht näher bezeichnet",A00.9
Typhus abdominalis und Paratyphus,A01
Typhus abdominalis,A01.0
Paratyphus A,A01.1
Paratyphus B,A01.2
Paratyphus C,A01.3
"Paratyphus, nicht näher bezeichnet",A01.4
Sonstige Salmonelleninfektionen,A02
Salmonellenenteritis,A02.0
Salmonellensepsis,A02.1
Lokalisierte Salmonelleninfektionen,A02.2
Sonstige näher bezeichnete Salmonelleninfektionen,A02.8
"Salmonelleninfektion, nicht näher bezeichnet",A02.9
Shigellose [Bakterielle Ruhr],A03
Shigellose durch Shigella dysenteriae,A03.0
Shigellose durch Shigella flexneri,A03.1
Shigellose durch Shigella boydii,A03.2
Shigellose durch Shigella sonnei,A03.3
Sonstige Shigellosen,A03.8
"Shigellose, nicht näher bezeichnet",A03.9
Sonstige bakterielle Darminfektionen,A04
Darminfektion durch enteropathogene Escherichia coli,A04.0
Darminfektion durch enterotoxinbildende Escherichia coli,A04.1
Darminfektion durch enteroinvasive Escherichia coli,A04.2
Darminfektion durch enterohämorrhagische Escherichia coli,A04.3
Sonstige Darminfektionen durch Escherichia coli,A04.4
Enteritis durch Campylobacter,A04.5
Enteritis durch Yersinia enterocolitica,A04.6
Enterokolitis durch Clostridium difficile,A04.7
"Enterokolitis durch Clostridium difficile ohne Megakolon, ohne sonstige Organkomplikationen",A04.70
"Enterokolitis durch Clostridium difficile ohne Megakolon, mit sonstigen Organkomplikationen",A04.71
"Enterokolitis durch Clostridium difficile mit Megakolon, ohne sonstige Organkomplikationen",A04.72
"Enterokolitis durch Clostridium difficile mit Megakolon, mit sonstigen Organkomplikationen",A04.73
"Enterokolitis durch Clostridium difficile, nicht näher bezeichnet",A04.79
Sonstige näher bezeichnete bakterielle Darminfektionen,A04.8
"Bakterielle Darminfektion, nicht näher bezeichnet",A04.9
"Sonstige bakteriell bedingte Lebensmittelvergiftungen, anderenorts nicht klassifiziert",A05
Lebensmittelvergiftung durch Staphylokokken,A05.0
Botulismus,A05.1
Lebensmittelvergiftung durch Clostridium perfringens [Clostridium welchii],A05.2
Lebensmittelvergiftung durch Vibrio parahaemolyticus,A05.3
Lebensmittelvergiftung durch Bacillus cereus,A05.4
Sonstige näher bezeichnete bakteriell bedingte Lebensmittelvergiftungen,A05.8
"Bakteriell bedingte Lebensmittelvergiftung, nicht näher bezeichnet",A05.9
Amöbiasis,A06
Akute Amöbenruhr,A06.0
Chronische intestinale Amöbiasis,A06.1
Nichtdysenterische Kolitis durch Amöben,A06.2
Amöbom des Darmes,A06.3
Leberabszess durch Amöben (K77.0*),A06.4
Lungenabszess durch Amöben,A06.5
Hirnabszess durch Amöben (G07*),A06.6
Amöbiasis der Haut,A06.7
Amöbeninfektion an sonstigen Lokalisationen,A06.8
"Amöbiasis, nicht näher bezeichnet",A06.9
Sonstige Darmkrankheiten durch Protozoen,A07
Balantidiose,A07.0
Giardiasis [Lambliasis],A07.1
Kryptosporidiose,A07.2
Isosporose,A07.3
Sonstige näher bezeichnete Darmkrankheiten durch Protozoen,A07.8
"Darmkrankheit durch Protozoen, nicht näher bezeichnet",A07.9
Virusbedingte und sonstige näher bezeichnete Darminfektionen,A08
Enteritis durch Rotaviren,A08.0
Akute Gastroenteritis durch Norovirus,A08.1
Enteritis durch Adenoviren,A08.2
Enteritis durch sonstige Viren,A08.3
"Virusbedingte Darminfektion, nicht näher bezeichnet",A08.4
Sonstige näher bezeichnete Darminfektionen,A08.5
Sonstige und nicht näher bezeichnete Gastroenteritis und Kolitis infektiösen und nicht näher bezeichneten Ursprungs,A09
Sonstige und nicht näher bezeichnete Gastroenteritis und Kolitis infektiösen Ursprungs,A09.0
Sonstige und nicht näher bezeichnete Gastroenteritis und Kolitis nicht näher bezeichneten Ursprungs,A09.9
Hyperkinetische Störungen,F90
Einfache Aktivitäts- und Aufmerksamkeitsstörung,F90.0
Hyperkinetische Störung des Sozialverhaltens,F90.1
Sonstige hyperkinetische Störungen,F90.8
"Hyperkinetische Störung, nicht näher bezeichnet",F90.9
Störungen des Sozialverhaltens,F91
Auf den familiären Rahmen beschränkte Störung des Sozialverhaltens,F91.0
Störung des Sozialverhaltens bei fehlenden sozialen Bindungen,F91.1
Störung des Sozialverhaltens bei vorhandenen sozialen Bindungen,F91.2
"Störung des Sozialverhaltens mit oppositionellem, aufsässigem Verhalten",F91.3
Sonstige Störungen des Sozialverhaltens,F91.8
"Störung des Sozialverhaltens, nicht näher bezeichnet",F91.9
Kombinierte Störung des Sozialverhaltens und der Emotionen,F92
Störung des Sozialverhaltens mit depressiver Störung,F92.0
Sonstige kombinierte Störung des Sozialverhaltens und der Emotionen,F92.8
"Kombinierte Störung des Sozialverhaltens und der Emotionen, nicht näher bezeichnet",F92.9
Emotionale Störungen des Kindesalters,F93
Emotionale Störung mit Trennungsangst des Kindesalters,F93.0
Phobische Störung des Kindesalters,F93.1
Störung mit sozialer Ängstlichkeit des Kindesalters,F93.2
Emotionale Störung mit Geschwisterrivalität,F93.3
Sonstige emotionale Störungen des Kindesalters,F93.8
"Emotionale Störung des Kindesalters, nicht näher bezeichnet",F93.9
Störungen sozialer Funktionen mit Beginn in der Kindheit und Jugend,F94
Elektiver Mutismus,F94.0
Reaktive Bindungsstörung des Kindesalters,F94.1
Bindungsstörung des Kindesalters mit Enthemmung,F94.2
Sonstige Störungen sozialer Funktionen mit Beginn in der Kindheit,F94.8
"Störung sozialer Funktionen mit Beginn in der Kindheit, nicht näher bezeichnet",F94.9
Ticstörungen,F95
Vorübergehende Ticstörung,F95.0
Chronische motorische oder vokale Ticstörung,F95.1
Kombinierte vokale und multiple motorische Tics [Tourette-Syndrom],F95.2
Sonstige Ticstörungen,F95.8
"Ticstörung, nicht näher bezeichnet",F95.9
Andere Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend,F98
Nichtorganische Enuresis,F98.0
Enuresis nocturna,F98.00
Enuresis diurna,F98.01
Enuresis nocturna et diurna,F98.02
Sonstige und nicht näher bezeichnete nichtorganische Enuresis,F98.08
Nichtorganische Enkopresis,F98.1
Fütterstörung im frühen Kindesalter,F98.2
Pica im Kindesalter,F98.3
Stereotype Bewegungsstörungen,F98.4
Ohne Selbstverletzung,F98.40
Mit Selbstverletzung,F98.41
Ohne Angabe einer Selbstverletzung,F98.49
Stottern [Stammeln],F98.5
Poltern,F98.6
Sonstige näher bezeichnete Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend,F98.8
Aufmerksamkeitsstörung ohne Hyperaktivität mit Beginn in der Kindheit und Jugend,F98.80
Sonstige näher bezeichnete Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend,F98.88
Nicht näher bezeichnete Verhaltens- oder emotionale Störungen mit Beginn in der Kindheit und Jugend,F98.9
Oberflächliche Verletzungen mit Beteiligung mehrerer Körperregionen,T00
Oberflächliche Verletzungen mit Beteiligung von Kopf und Hals,T00.0
"Oberflächliche Verletzungen mit Beteiligung von Thorax und Abdomen, von Thorax und Lumbosakralgegend oder von Thorax und Becken",T00.1
Oberflächliche Verletzungen mit Beteiligung mehrerer Regionen der oberen Extremität(en),T00.2
Oberflächliche Verletzungen mit Beteiligung mehrerer Regionen der unteren Extremität(en),T00.3
Oberflächliche Verletzungen mit Beteiligung mehrerer Regionen der oberen Extremität(en) und mehrerer Regionen der unteren Extremität(en),T00.6
Oberflächliche Verletzungen mit Beteiligung sonstiger Kombinationen von Körperregionen,T00.8
"Multiple oberflächliche Verletzungen, nicht näher bezeichnet",T00.9
Offene Wunden mit Beteiligung mehrerer Körperregionen,T01
Offene Wunden mit Beteiligung von Kopf und Hals,T01.0
"Offene Wunden mit Beteiligung von Thorax und Abdomen, von Thorax und Lumbosakralgegend oder von Thorax und Becken",T01.1
Offene Wunden mit Beteiligung mehrerer Regionen der oberen Extremität(en),T01.2
Offene Wunden mit Beteiligung mehrerer Regionen der unteren Extremität(en),T01.3
Offene Wunden mit Beteiligung mehrerer Regionen der oberen Extremität(en) und mehrerer Regionen der unteren Extremität(en),T01.6
Offene Wunden an sonstigen Kombinationen von Körperregionen,T01.8
"Multiple offene Wunden, nicht näher bezeichnet",T01.9
Frakturen mit Beteiligung mehrerer Körperregionen,T02
Frakturen mit Beteiligung von Kopf und Hals,T02.0
Frakturen mit Beteiligung von Thorax und Lumbosakralgegend oder von Thorax und Becken,T02.1
Frakturen mit Beteiligung mehrerer Regionen einer oberen Extremität,T02.2
Frakturen mit Beteiligung mehrerer Regionen einer unteren Extremität,T02.3
Frakturen mit Beteiligung mehrerer Regionen beider oberer Extremitäten,T02.4
Frakturen mit Beteiligung mehrerer Regionen beider unterer Extremitäten,T02.5
Frakturen mit Beteiligung mehrerer Regionen der oberen Extremität(en) und mehrerer Regionen der unteren Extremität(en),T02.6
"Frakturen mit Beteiligung von Thorax, Lumbosakralgegend und Extremität(en) oder von Thorax, Becken und Extremität(en)",T02.7
Frakturen mit Beteiligung sonstiger Kombinationen von Körperregionen,T02.8
"Multiple Frakturen, nicht näher bezeichnet",T02.9
"Luxationen, Verstauchungen und Zerrungen mit Beteiligung mehrerer Körperregionen",T03
"Luxationen, Verstauchungen und Zerrungen mit Beteiligung von Kopf und Hals",T03.0
"Luxationen, Verstauchungen und Zerrungen mit Beteiligung von Thorax und Lumbosakralgegend oder von Thorax und Becken",T03.1
"Luxationen, Verstauchungen und Zerrungen mit Beteiligung mehrerer Regionen der oberen Extremität(en)",T03.2
"Luxationen, Verstauchungen und Zerrungen mit Beteiligung mehrerer Regionen der unteren Extremität(en)",T03.3
"Luxationen, Verstauchungen und Zerrungen mit Beteiligung mehrerer Regionen der oberen Extremität(en) und mehrerer Regionen der unteren Extremität(en)",T03.4
"Luxationen, Verstauchungen und Zerrungen mit Beteiligung sonstiger Kombinationen von Körperregionen",T03.8
"Multiple Luxationen, Verstauchungen und Zerrungen, nicht näher bezeichnet",T03.9
Zerquetschungen mit Beteiligung mehrerer Körperregionen,T04
Zerquetschungen mit Beteiligung von Kopf und Hals,T04.0
"Zerquetschungen mit Beteiligung von Thorax und Abdomen, von Thorax und Lumbosakralgegend oder von Thorax und Becken",T04.1
Zerquetschungen mit Beteiligung mehrerer Regionen der oberen Extremität(en),T04.2
Zerquetschungen mit Beteiligung mehrerer Regionen der unteren Extremität(en),T04.3
Zerquetschungen mit Beteiligung mehrerer Regionen der oberen Extremität(en) und mehrerer Regionen der unteren Extremität(en),T04.4
"Zerquetschungen mit Beteiligung von Thorax, Abdomen und Extremität(en), von Thorax, Lumbosakralgegend und Extremität(en) oder von Thorax, Becken und Extremität(en)",T04.7
Zerquetschungen mit Beteiligung sonstiger Kombinationen von Körperregionen,T04.8
"Multiple Zerquetschungen, nicht näher bezeichnet",T04.9
Traumatische Amputationen mit Beteiligung mehrerer Körperregionen,T05
Traumatische Amputation beider Hände,T05.0
"Traumatische Amputation einer Hand und des anderen Armes [jede Höhe, ausgenommen Hand]",T05.1
Traumatische Amputation beider Arme [jede Höhe],T05.2
Traumatische Amputation beider Füße,T05.3
"Traumatische Amputation eines Fußes und des anderen Beines [jede Höhe, ausgenommen Fuß]",T05.4
Traumatische Amputation beider Beine [jede Höhe],T05.5
"Traumatische Amputation der Arme und Beine, in jeder Kombination [jede Höhe]",T05.6
Traumatische Amputationen mit Beteiligung sonstiger Kombinationen von Körperregionen,T05.8
"Multiple traumatische Amputationen, nicht näher bezeichnet",T05.9
"Sonstige Verletzungen mit Beteiligung mehrerer Körperregionen, anderenorts nicht klassifiziert",T06
Verletzungen des Gehirns und der Hirnnerven kombiniert mit Verletzungen von Nerven und Rückenmark in Halshöhe,T06.0
Verletzungen der Nerven und des Rückenmarkes mit Beteiligung mehrerer sonstiger Körperregionen,T06.1
Verletzungen von Nerven mit Beteiligung mehrerer Körperregionen,T06.2
Verletzungen von Blutgefäßen mit Beteiligung mehrerer Körperregionen,T06.3
Verletzungen von Muskeln und Sehnen mit Beteiligung mehrerer Körperregionen,T06.4
Verletzungen mit Beteiligung von intrathorakalen Organen und intraabdominalen Organen oder intrathorakalen Organen und Beckenorganen,T06.5
Sonstige näher bezeichnete Verletzungen mit Beteiligung mehrerer Körperregionen,T06.8
Nicht näher bezeichnete multiple Verletzungen,T07
Psoriasis,L40
Psoriasis vulgaris,L40.0
Generalisierte Psoriasis pustulosa,L40.1
Akrodermatitis continua suppurativa [Hallopeau],L40.2
Psoriasis pustulosa palmoplantaris,L40.3
Psoriasis guttata,L40.4
Psoriasis-Arthropathie (M07.0-M07.3* M09.0-*),L40.5
Schweregrad der Psoriasis,L40.7
Mittelschwere bis schwere Psoriasis,L40.70
Sonstige Psoriasis,L40.8
"Psoriasis, nicht näher bezeichnet",L40.9
Parapsoriasis,L41
Pityriasis lichenoides et varioliformis acuta [Mucha-Habermann],L41.0
Parapsoriasis guttata,L41.1
Kleinfleckige Parapsoriasis en plaques,L41.3
Großfleckige Parapsoriasis en plaques,L41.4
Parapsoriasis mit Poikilodermie,L41.5
Sonstige Parapsoriasis,L41.8
"Parapsoriasis, nicht näher bezeichnet",L41.9
Pityriasis rosea,L42
Lichen ruber planus,L43
Lichen ruber hypertrophicus,L43.0
Lichen ruber pemphigoides,L43.1
Lichenoide Arzneimittelreaktion,L43.2
Subakuter Lichen ruber planus (aktiv),L43.3
Sonstiger Lichen ruber planus,L43.8
"Lichen ruber planus, nicht näher bezeichnet",L43.9
Sonstige papulosquamöse Hautkrankheiten,L44
Pityriasis rubra pilaris,L44.0
Lichen nitidus,L44.1
Lichen striatus,L44.2
Lichen ruber moniliformis,L44.3
Infantile papulöse Akrodermatitis [Gianotti-Crosti-Syndrom],L44.4
Sonstige näher bezeichnete papulosquamöse Hautkrankheiten,L44.8
"Papulosquamöse Hautkrankheit, nicht näher bezeichnet",L44.9
Papulosquamöse Hautkrankheiten bei anderenorts klassifizierten Krankheiten,L45
Klinische Kategorien der HIV-Krankheit,U60
Kategorie A,U60.1
Kategorie B,U60.2
Kategorie C,U60.3
Klinische Kategorie der HIV-Krankheit nicht näher bezeichnet,U60.9
Anzahl der T-Helferzellen bei HIV-Krankheit,U61
Kategorie 1,U61.1
Kategorie 2,U61.2
Kategorie 3,U61.3
Anzahl der (CD4+-)T-Helferzellen nicht näher bezeichnet,U61.9
Infektiöse und parasitäre Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit],B20
Bösartige Neubildungen infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit],B21
Sonstige näher bezeichnete Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit],B22
Sonstige Krankheitszustände infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit],B23
Akutes HIV-Infektionssyndrom,B23.0
Sonstige näher bezeichnete Krankheitszustände infolge HIV-Krankheit,B23.8
Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit],B24
Krankheiten des autonomen Nervensystems,G90
Idiopathische periphere autonome Neuropathie,G90.0
Karotissinus-Syndrom (Synkope),G90.00
Sonstige idiopathische periphere autonome Neuropathie,G90.08
"Idiopathische periphere autonome Neuropathie, nicht näher bezeichnet",G90.09
Familiäre Dysautonomie [Riley-Day-Syndrom],G90.1
Horner-Syndrom,G90.2
Autonome Dysreflexie,G90.4
Autonome Dysreflexie als hypertone Krisen,G90.40
Autonome Dysreflexie als Schwitzattacken,G90.41
Sonstige autonome Dysreflexie,G90.48
"Autonome Dysreflexie, nicht näher bezeichnet",G90.49
"Komplexes regionales Schmerzsyndrom, Typ I",G90.5
"Komplexes regionales Schmerzsyndrom der oberen Extremität, Typ I",G90.50
"Komplexes regionales Schmerzsyndrom der unteren Extremität, Typ I",G90.51
"Komplexes regionales Schmerzsyndrom, Typ I, Lokalisation nicht näher bezeichnet",G90.59
"Komplexes regionales Schmerzsyndrom, Typ II",G90.6
"Komplexes regionales Schmerzsyndrom der oberen Extremität, Typ II",G90.60
"Komplexes regionales Schmerzsyndrom der unteren Extremität, Typ II",G90.61
"Komplexes regionales Schmerzsyndrom, Typ II, Lokalisation nicht näher bezeichnet",G90.69
"Komplexes regionales Schmerzsyndrom, sonstiger und nicht näher bezeichneter Typ",G90.7
"Komplexes regionales Schmerzsyndrom der oberen Extremität, sonstiger und nicht näher bezeichneter Typ",G90.70
"Komplexes regionales Schmerzsyndrom der unteren Extremität, sonstiger und nicht näher bezeichneter Typ",G90.71
"Komplexes regionales Schmerzsyndrom, sonstiger und nicht näher bezeichneter Typ, Lokalisation nicht näher bezeichnet",G90.79
Sonstige Krankheiten des autonomen Nervensystems,G90.8
"Krankheit des autonomen Nervensystems, nicht näher bezeichnet",G90.9
Hydrozephalus,G91
Hydrocephalus communicans,G91.0
Hydrocephalus occlusus,G91.1
Normaldruckhydrozephalus,G91.2
Idiopathischer Normaldruckhydrozephalus,G91.20
Sekundärer Normaldruckhydrozephalus,G91.21
"Normaldruckhydrozephalus, nicht näher bezeichnet",G91.29
"Posttraumatischer Hydrozephalus, nicht näher bezeichnet",G91.3
Sonstiger Hydrozephalus,G91.8
"Hydrozephalus, nicht näher bezeichnet",G91.9
Toxische Enzephalopathie,G92
Toxische Enzephalopathie unter Immuntherapie,G92.0
Sonstige und nicht näher bezeichnete toxische Enzephalopathie,G92.9
Sonstige Krankheiten des Gehirns,G93
Hirnzysten,G93.0
"Anoxische Hirnschädigung, anderenorts nicht klassifiziert",G93.1
Benigne intrakranielle Hypertension [Pseudotumor cerebri],G93.2
Chronisches Müdigkeitssyndrom [Chronic fatigue syndrome],G93.3
"Enzephalopathie, nicht näher bezeichnet",G93.4
Compressio cerebri,G93.5
Hirnödem,G93.6
Reye-Syndrom,G93.7
Sonstige näher bezeichnete Krankheiten des Gehirns,G93.8
Apallisches Syndrom,G93.80
Sonstige näher bezeichnete Krankheiten des Gehirns,G93.88
"Krankheit des Gehirns, nicht näher bezeichnet",G93.9
Sonstige Krankheiten des Gehirns bei anderenorts klassifizierten Krankheiten,G94
Hydrozephalus bei anderenorts klassifizierten infektiösen und parasitären Krankheiten (A00-B99†),G94.0
Hydrozephalus bei Neubildungen (C00-D48†),G94.1
Hydrozephalus bei sonstigen anderenorts klassifizierten Krankheiten,G94.2
Enzephalopathie bei sonstigen anderenorts klassifizierten Krankheiten,G94.3
Enzephalopathie bei anderenorts klassifizierten endokrinen und Stoffwechselkrankheiten,G94.30
Enzephalopathie bei anderenorts klassifizierten infektiösen und parasitären Krankheiten,G94.31
Septische Enzephalopathie,G94.32
Nicht näher bezeichnete Enzephalopathie bei sonstigen anderenorts klassifizierten Krankheiten,G94.39
Sonstige näher bezeichnete Krankheiten des Gehirns bei anderenorts klassifizierten Krankheiten,G94.8
Sonstige Krankheiten des Rückenmarkes,G95
Syringomyelie und Syringobulbie,G95.0
Vaskuläre Myelopathien,G95.1
Nichttraumatische spinale Blutung,G95.10
Sonstige vaskuläre Myelopathien,G95.18
"Rückenmarkkompression, nicht näher bezeichnet",G95.2
Sonstige näher bezeichnete Krankheiten des Rückenmarkes,G95.8
Harnblasenlähmung bei Schädigung des oberen motorischen Neurons [UMNL],G95.80
Harnblasenlähmung bei Schädigung des unteren motorischen Neurons [LMNL],G95.81
Harnblasenfunktionsstörung durch spinalen Schock,G95.82
Spinale Spastik der quergestreiften Muskulatur,G95.83
Detrusor-Sphinkter-Dyssynergie bei Schädigungen des Rückenmarkes,G95.84
Deafferentierungsschmerz bei Schädigungen des Rückenmarkes,G95.85
Sonstige näher bezeichnete Krankheiten des Rückenmarkes,G95.88
"Krankheit des Rückenmarkes, nicht näher bezeichnet",G95.9
Sonstige Krankheiten des Zentralnervensystems,G96
Austritt von Liquor cerebrospinalis,G96.0
"Krankheiten der Meningen, anderenorts nicht klassifiziert",G96.1
Sonstige näher bezeichnete Krankheiten des Zentralnervensystems,G96.8
"Krankheit des Zentralnervensystems, nicht näher bezeichnet",G96.9
"Krankheiten des Nervensystems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert",G97
Austritt von Liquor cerebrospinalis nach Lumbalpunktion,G97.0
Sonstige Reaktion auf Spinal- und Lumbalpunktion,G97.1
Intrakranielle Druckminderung nach ventrikulärem Shunt,G97.2
Sonstige Krankheiten des Nervensystems nach medizinischen Maßnahmen,G97.8
Postoperative Liquorfistel,G97.80
Postoperativer (zerebellärer) Mutismus,G97.81
Postoperative epidurale spinale Blutung,G97.82
Postoperative subdurale spinale Blutung,G97.83
Postoperative subarachnoidale spinale Blutung,G97.84
Sonstige Krankheiten des Nervensystems nach medizinischen Maßnahmen,G97.88
"Krankheit des Nervensystems nach medizinischer Maßnahme, nicht näher bezeichnet",G97.9
"Sonstige Krankheiten des Nervensystems, anderenorts nicht klassifiziert",G98
Sonstige Krankheiten des Nervensystems bei anderenorts klassifizierten Krankheiten,G99
Autonome Neuropathie bei endokrinen und Stoffwechselkrankheiten,G99.0
Gastroparese bei autonomer Neuropathie bei endokrinen und Stoffwechselkrankheiten,G99.00
Sonstige autonome Neuropathie bei endokrinen und Stoffwechselkrankheiten,G99.08
Sonstige Krankheiten des autonomen Nervensystems bei sonstigen anderenorts klassifizierten Krankheiten,G99.1
Myelopathie bei anderenorts klassifizierten Krankheiten,G99.2
Sonstige näher bezeichnete Krankheiten des Nervensystems bei anderenorts klassifizierten Krankheiten,G99.8
"Thrombose, Phlebitis und Thrombophlebitis",I80
"Thrombose, Phlebitis und Thrombophlebitis oberflächlicher Gefäße der unteren Extremitäten",I80.0
"Thrombose, Phlebitis und Thrombophlebitis der V. femoralis",I80.1
"Thrombose, Phlebitis und Thrombophlebitis sonstiger tiefer Gefäße der unteren Extremitäten",I80.2
"Thrombose, Phlebitis und Thrombophlebitis der Beckenvenen",I80.20
"Thrombose, Phlebitis und Thrombophlebitis sonstiger tiefer Gefäße der unteren Extremitäten",I80.28
"Thrombose, Phlebitis und Thrombophlebitis der unteren Extremitäten, nicht näher bezeichnet",I80.3
"Thrombose, Phlebitis und Thrombophlebitis sonstiger Lokalisationen",I80.8
"Thrombose, Phlebitis und Thrombophlebitis oberflächlicher Gefäße der oberen Extremitäten",I80.80
"Thrombose, Phlebitis und Thrombophlebitis tiefer Gefäße der oberen Extremitäten",I80.81
"Thrombose, Phlebitis und Thrombophlebitis sonstiger Lokalisationen",I80.88
"Thrombose, Phlebitis und Thrombophlebitis nicht näher bezeichneter Lokalisation",I80.9
Pfortaderthrombose,I81
Sonstige venöse Embolie und Thrombose,I82
Budd-Chiari-Syndrom,I82.0
Thrombophlebitis migrans,I82.1
Embolie und Thrombose der V. cava,I82.2
Embolie und Thrombose der Nierenvene,I82.3
Embolie und Thrombose sonstiger näher bezeichneter Venen,I82.8
Embolie und Thrombose der Milzvene,I82.80
Embolie und Thrombose der Jugularisvene,I82.81
Embolie und Thrombose sonstiger näher bezeichneter Venen,I82.88
Embolie und Thrombose nicht näher bezeichneter Vene,I82.9
Varizen der unteren Extremitäten,I83
Varizen der unteren Extremitäten mit Ulzeration,I83.0
Varizen der unteren Extremitäten mit Entzündung,I83.1
Varizen der unteren Extremitäten mit Ulzeration und Entzündung,I83.2
Varizen der unteren Extremitäten ohne Ulzeration oder Entzündung,I83.9
Ösophagusvarizen,I85
Ösophagusvarizen mit Blutung,I85.0
Ösophagusvarizen ohne Blutung,I85.9
Varizen sonstiger Lokalisationen,I86
Sublinguale Varizen,I86.0
Skrotumvarizen,I86.1
Beckenvarizen,I86.2
Vulvavarizen,I86.3
Magenvarizen,I86.4
Varizen sonstiger näher bezeichneter Lokalisationen,I86.8
Dünndarmvarizen,I86.80
Dickdarmvarizen,I86.81
Rektumvarizen,I86.82
Varizen sonstiger näher bezeichneter Lokalisationen,I86.88
Sonstige Venenkrankheiten,I87
Postthrombotisches Syndrom,I87.0
Postthrombotisches Syndrom ohne Ulzeration,I87.00
Postthrombotisches Syndrom mit Ulzeration,I87.01
Venenkompression,I87.1
Venöse Insuffizienz (chronisch) (peripher),I87.2
Venöse Insuffizienz (chronisch) (peripher) ohne Ulzeration,I87.20
Venöse Insuffizienz (chronisch) (peripher) mit Ulzeration,I87.21
Sonstige näher bezeichnete Venenkrankheiten,I87.8
"Venenkrankheit, nicht näher bezeichnet",I87.9
Unspezifische Lymphadenitis,I88
Unspezifische mesenteriale Lymphadenitis,I88.0
"Chronische Lymphadenitis, ausgenommen mesenterial",I88.1
Sonstige unspezifische Lymphadenitis,I88.8
"Unspezifische Lymphadenitis, nicht näher bezeichnet",I88.9
Sonstige nichtinfektiöse Krankheiten der Lymphgefäße und Lymphknoten,I89
"Lymphödem, anderenorts nicht klassifiziert",I89.0
"Lymphödem der oberen und unteren Extremität(en), Stadium I",I89.00
"Lymphödem der oberen und unteren Extremität(en), Stadium II",I89.01
"Lymphödem der oberen und unteren Extremität(en), Stadium III",I89.02
"Lymphödem, sonstige Lokalisation, Stadium I",I89.03
"Lymphödem, sonstige Lokalisation, Stadium II",I89.04
"Lymphödem, sonstige Lokalisation, Stadium III",I89.05
"Sonstiges Lymphödem, anderenorts nicht klassifiziert",I89.08
"Lymphödem, nicht näher bezeichnet",I89.09
Lymphangitis,I89.1
Sonstige näher bezeichnete nichtinfektiöse Krankheiten der Lymphgefäße und Lymphknoten,I89.8
"Nichtinfektiöse Krankheit der Lymphgefäße und Lymphknoten, nicht näher bezeichnet",I89.9
Demenz bei Alzheimer-Krankheit (G30.-†),F00
"Demenz bei Alzheimer-Krankheit, mit frühem Beginn (Typ 2) (G30.0†)",F00.0
"Demenz bei Alzheimer-Krankheit, mit spätem Beginn (Typ 1) (G30.1†)",F00.1
"Demenz bei Alzheimer-Krankheit, atypische oder gemischte Form (G30.8†)",F00.2
"Demenz bei Alzheimer-Krankheit, nicht näher bezeichnet (G30.9†)",F00.9
Vaskuläre Demenz,F01
Vaskuläre Demenz mit akutem Beginn,F01.0
Multiinfarkt-Demenz,F01.1
Subkortikale vaskuläre Demenz,F01.2
Gemischte kortikale und subkortikale vaskuläre Demenz,F01.3
Sonstige vaskuläre Demenz,F01.8
"Vaskuläre Demenz, nicht näher bezeichnet",F01.9
Demenz bei anderenorts klassifizierten Krankheiten,F02
Demenz bei Pick-Krankheit (G31.0†),F02.0
Demenz bei Creutzfeldt-Jakob-Krankheit (A81.0†),F02.1
Demenz bei Chorea Huntington (G10†),F02.2
Demenz bei primärem Parkinson-Syndrom (G20.-†),F02.3
Demenz bei HIV-Krankheit [Humane Immundefizienz-Viruskrankheit] (B22†),F02.4
Demenz bei anderenorts klassifizierten Krankheitsbildern,F02.8
Nicht näher bezeichnete Demenz,F03
"Organisches amnestisches Syndrom, nicht durch Alkohol oder andere psychotrope Substanzen bedingt",F04
"Delir, nicht durch Alkohol oder andere psychotrope Substanzen bedingt",F05
Delir ohne Demenz,F05.0
Delir bei Demenz,F05.1
Sonstige Formen des Delirs,F05.8
